1	0	Hecke Schneiden	-	|
2	0	Laub entfernen	-	|
3	0	Pusten/Fegen	-	|
4	0	Beete%20s%C3%A4ubern	-	|
5	0	Krauten	-	|
6	0	M%C3%A4hen	-	|
7	0	Sensen	-	|
8	0	Pusten	-	|
9	0	Vor-%20und%20Nachbereitungen	Packen%2C%20R%C3%A4umen%2C%20R%C3%BCsten%2C%20Reparieren%2C%20Pflegen	|
10	0	Pause	-	|
